1,22001,3.882646
2,21275,3.685077
3,19963,3.829048
4,18259,3.732738
5,17915,4.118900
6,17390,3.471297
7,17248,3.798376
8,16854,3.826747
9,16709,3.738873
10,16539,3.482269
11,16262,3.487883
12,16055,2.857170
13,15505,3.722916
14,14626,3.659425
15,14292,5.084575
16,13404,3.608345
17,13219,3.871219
18,13160,3.711195
19,12682,3.627160
20,12556,3.111352
21,12440,3.613904
22,12238,4.126992
23,12225,3.404530
24,12205,3.906441
25,12089,3.766761
26,12015,3.803163
27,12007,3.416582
28,11948,4.072752
29,11886,3.437537
30,11879,3.369894
31,11812,3.285665
32,11493,3.537920
33,11415,3.783221
34,11179,4.049222
35,10930,3.617976
36,10811,3.314302
37,10761,3.972917
38,10745,3.731023
39,10720,3.729066
40,10588,3.807093
41,10572,3.360460
42,10521,3.380893
43,10440,3.902162
44,10437,3.719399
45,10400,4.021026
46,10339,3.711222
47,10215,3.067407
48,10204,3.708544
49,10198,3.458445
50,10165,3.690775
51,10066,3.976155
52,10039,3.223971
53,9799,3.692928
54,9746,3.839796
55,9700,3.439047
56,9620,3.543874
57,9496,3.880777
58,9427,3.769247
59,9390,4.174565
60,9156,3.479787
61,9070,3.707928
62,9002,3.752676
63,8924,4.042401
64,8882,3.996002
65,8769,3.626360
66,8760,3.670798
67,8719,3.858589
68,8655,3.264775
69,8575,3.919863
70,8521,3.712890
71,8520,4.383772
72,8479,3.846025
73,8479,3.322318
74,8374,3.658543
75,8325,3.500732
76,8201,3.294526
77,8191,3.812128
78,8183,4.253227
79,8154,3.366388
80,8145,3.526441
81,8128,3.119735
82,8086,3.518532
83,8073,2.942487
84,8016,3.725060
85,7989,3.591071
86,7987,3.622265
87,7941,3.395444
88,7938,3.795673
89,7902,3.954855
90,7891,3.104843
91,7781,3.376274
92,7733,3.707468
93,7675,4.186937
94,7675,2.960387
95,7674,3.477408
96,7653,3.683099
97,7652,3.466179
98,7603,3.308587
99,7550,3.528897
100,7544,3.911150
101,7529,3.460821
102,7523,3.145890
103,7512,3.408937
104,7486,3.129501
105,7477,3.393605
106,7445,3.978546
107,7392,3.720028
108,7354,3.292791
109,7336,3.829380
110,7315,3.820673
111,7304,3.765083
112,7292,3.752128
113,7279,3.924776
114,7227,3.583521
115,7125,3.221635
116,7103,3.418005
117,7024,3.100623
118,7005,4.011341
119,7004,3.347244
120,6945,3.491786
121,6929,2.755954
122,6900,3.384320
123,6896,3.364012
124,6891,4.102750
125,6863,3.677850
126,6836,3.940379
127,6784,3.441791
128,6752,3.690415
129,6748,3.831445
130,6738,3.255029
131,6720,3.049750
132,6718,3.590047
133,6710,5.228012
134,6661,3.328589
135,6598,3.474115
136,6595,3.865955
137,6589,3.849273
138,6573,4.377599
139,6572,3.823894
140,6449,3.688864
141,6379,3.686020
142,6326,3.134377
143,6301,3.913508
144,6232,3.373628
145,6216,3.272294
146,6148,3.596745
147,6144,4.157886
148,6132,3.532889
149,6085,3.366734
