1,1767948,30.907998
2,687074,30.451621
3,379202,9.277109
4,340362,9.844637
5,280892,30.456200
6,195593,9.587939
7,183150,30.766488
8,151428,9.650478
9,139724,10.008582
10,133304,9.383219
11,121403,9.464074
12,114386,9.926343
13,108200,9.799950
14,107884,30.885706
15,107705,10.029160
16,106933,9.225118
17,96902,9.720971
18,93691,9.932592
19,87804,9.953306
20,86776,9.519833
21,83928,9.653691
22,75668,30.556241
23,73153,30.983650
24,58278,9.761002
25,55433,9.961812
26,50464,9.431373
27,46567,9.323966
28,38182,8.924977
29,36315,6.865121
30,35261,9.531451
31,34627,9.307275
32,33148,9.889525
33,31999,7.850809
34,31986,7.141593
35,31080,7.150454
36,31011,6.775256
37,29545,30.539092
38,27680,6.913403
39,27616,7.638255
40,26692,8.269603
41,26672,9.873686
42,26112,8.532153
43,22329,7.291460
44,21867,8.341812
45,20301,9.155547
46,19719,9.131533
47,19697,8.359325
48,19530,7.629542
49,19506,7.060684
50,18499,9.687133
51,16526,7.032136
52,16299,30.067153
53,14853,7.216284
54,14179,7.700256
55,13764,28.401995
56,13716,6.857826
57,13123,7.501154
58,12835,10.108278
59,12360,9.170441
60,12301,6.898144
61,11996,8.248378
62,11956,7.386592
63,11826,7.715617
64,11388,8.546133
65,11364,7.546053
66,10963,7.385197
67,10605,7.655564
68,10495,8.161555
69,10419,8.188982
70,10414,18.606202
71,10117,7.963363
72,10085,6.393252
73,10066,8.767482
74,9914,7.638704
75,9672,7.557988
76,9517,10.305112
77,9417,7.142411
78,9187,7.766887
79,8887,6.783333
80,8777,8.864624
81,8751,6.807166
82,8617,6.679623
83,8513,7.238254
84,8317,7.777289
85,8089,8.051871
86,7996,7.013979
87,7803,9.823476
88,7535,6.987581
89,7390,6.892331
90,7043,5.663389
91,6783,7.249399
92,6648,6.260850
93,6590,8.212131
94,6415,7.834606
95,6334,7.439182
96,6224,7.002624
97,6208,6.679329
98,6189,8.344771
99,6123,6.706971
100,6086,8.025675
101,5992,7.534527
102,5964,6.384444
103,5927,6.881207
104,5892,6.569818
105,5880,7.896576
106,5802,7.501145
107,5753,7.482048
108,5725,6.335477
109,5668,6.453348
110,5643,7.786802
111,5467,6.400375
112,5466,6.011051
113,5392,6.241216
114,5371,8.407132
115,5344,6.354610
116,5308,6.620923
117,5247,6.960547
118,5244,7.345710
119,5152,7.141692
120,4935,7.076331
121,4853,6.338553
122,4851,5.787468
123,4797,7.293576
124,4739,5.954683
125,4615,7.512032
126,4612,16.735786
127,4533,6.941443
128,4477,5.567586
129,4471,6.758517
130,4438,6.548365
131,4381,7.962388
132,4345,6.899716
133,4329,7.613755
134,4326,7.271493
135,4291,7.503602
136,4198,8.055515
137,4197,8.277150
138,4195,6.069076
139,4189,6.507878
140,4091,9.550454
141,4090,7.064345
142,4089,7.197627
143,4080,7.990134
144,4074,6.837598
145,4062,5.824651
146,4006,8.136118
147,4001,7.324213
148,3991,7.116718
149,3963,6.554745
150,3963,5.069604
151,3960,5.552309
152,3957,7.189556
153,3956,6.572996
154,3933,6.682081
155,3921,4.645229
156,3912,6.956143
157,3900,6.863769
158,3883,6.539936
159,3841,6.662897
160,3804,23.295621
161,3778,5.528896
162,3770,5.941532
163,3745,6.018795
164,3739,5.075858
165,3722,8.179416
166,3721,10.006678
167,3721,7.191708
168,3705,5.902739
169,3688,6.055602
170,3680,7.839572
171,3667,7.974576
172,3667,6.932768
173,3654,5.996881
174,3624,6.667429
175,3617,6.721203
176,3582,5.195658
177,3551,5.459404
178,3529,7.226337
179,3526,6.010886
180,3500,7.943077
181,3499,5.550415
182,3496,7.158207
183,3468,11.414547
184,3427,8.931515
185,3420,6.170969
186,3411,6.809074
187,3411,6.534409
188,3384,7.470986
189,3371,8.398582
190,3343,7.974502
191,3340,9.392157
192,3325,8.396498
193,3318,7.435287
194,3288,17.272382
195,3285,7.456935
196,3284,6.348115
197,3276,7.374405
198,3269,5.168046
199,3268,8.070360
200,3256,6.852029
201,3225,7.162686
202,3213,7.288723
203,3207,8.080195
204,3193,7.187867
205,3189,7.570216
206,3182,6.671031
207,3174,6.534624
208,3168,7.460704
209,3160,6.324431
210,3109,7.303823
211,3109,6.978873
212,3106,5.298422
213,3103,9.855175
214,3063,7.617507
215,3052,7.557949
216,3049,7.855236
217,3027,6.362759
218,3015,6.242729
219,3013,5.057519
220,3006,7.391803
221,3001,6.348643
222,2985,7.106018
223,2979,6.712833
224,2968,8.193946
225,2966,6.097217
226,2945,6.306246
227,2919,6.177650
228,2918,6.685059
229,2907,5.260432
230,2904,5.592006
231,2902,6.975135
232,2900,5.634692
233,2897,7.396751
234,2880,8.325826
235,2879,5.386628
236,2849,5.909625
237,2845,6.233260
238,2839,7.986726
239,2832,8.020702
240,2828,8.478341
241,2811,5.876304
242,2799,6.906811
243,2797,6.898876
244,2792,9.239775
245,2791,11.749625
246,2783,7.619352
247,2782,8.315254
248,2774,6.584813
249,2771,6.776097
250,2760,5.337258
251,2744,8.432174
